#t IFNb_mRNA IFNb_env STATP2n SOCS1m IRF7m IRF7Pn IFNa_mRNA IFNa_env TNFam TNFenv STATm STAT NS IC1 IC2 IC2ifa TJ J1 J2 J3 J4 J5 J6 J7 J8 J9 J10 J11 J12 default c2 compartment w r5 n3 bm sp delta1 n1 sv delta2 n2 TJtot K3 K9 delta r0 k15 tao1 C vmax2 NA K2 K5 tao3 r3 k8 tao4 k11 k14 tao6 k12 k16 tao8 vmax17 K17 r1 rmax20 K20 tao9 vmax19 K19 r4 k26 tao12 k28 tao13 
##CONCENTRATIONS
92 0.0013115178 0.0022139870 0.000000103829 0.0000000243793 0.000000 0.000000370316 0.000000364091 0.000000345853 0.0025091847 0.0031342147 0.00000529967 0.0422513710 0.9999988202 0.3636364319 1.0000000000 1.0000000000 0.0000319655 0.00000000647655 0.0000236721 0.000000 0.000000 0.000000 0.00000000700980 0.00000000712913 0.0000000108791 0.00000607013 0.0000495375 0.000000 -0.000045 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
93 0.0013115153 0.0022376595 0.000000104547 0.0000000243810 0.000000 0.000000377352 0.000000371248 0.000000356838 0.0025158640 0.0031838491 0.00000530006 0.0422103202 0.9999988823 0.3636364283 1.0000000000 1.0000000000 0.0000321903 0.00000000717067 0.0000236721 0.000000 0.000000 0.000000 0.00000000705948 0.00000000718172 0.0000000110929 0.00000586294 0.0000496185 0.000000 -0.000043 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
94 0.0013115134 0.0022613321 0.000000105261 0.0000000243827 0.000000 0.000000384437 0.000000378458 0.000000368038 0.0025223310 0.0032335594 0.00000530044 0.0421711769 0.9999989405 0.3636364249 1.0000000000 1.0000000000 0.0000324134 0.00000000769023 0.0000236720 0.000000 0.000000 0.000000 0.00000000710886 0.00000000723398 0.0000000113082 0.00000567782 0.0000496967 0.000000 -0.000041 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
95 0.0013115125 0.0022850045 0.000000105969 0.0000000243844 0.000000 0.000000391572 0.000000385719 0.000000379453 0.0025285744 0.0032833405 0.00000530082 0.0421337346 0.9999989951 0.3636364218 1.0000000000 1.0000000000 0.0000326349 0.00000000795097 0.0000236720 0.000000 0.000000 0.000000 0.00000000715793 0.00000000728590 0.0000000115252 0.00000552037 0.0000497720 0.000000 -0.000039 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
96 0.0013115128 0.0023086769 0.000000106674 0.0000000243861 0.000000 0.000000398755 0.000000393032 0.000000391087 0.0025345801 0.0033331867 0.00000530118 0.0420977712 0.9999990463 0.3636364188 1.0000000000 1.0000000000 0.0000328548 0.00000000785471 0.0000236720 0.000000 0.000000 0.000000 0.00000000720670 0.00000000733750 0.0000000117436 0.00000539706 0.0000498444 0.000000 -0.000037 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
97 0.0013115148 0.0023323492 0.000000107374 0.0000000243878 0.000000 0.000000405987 0.000000400396 0.000000402940 0.0025403309 0.0033830922 0.00000530153 0.0420630472 0.9999990945 0.3636364160 1.0000000000 1.0000000000 0.0000330731 0.00000000728843 0.0000236721 0.000000 0.000000 0.000000 0.00000000725517 0.00000000738877 0.0000000119636 0.00000531529 0.0000499136 0.000000 -0.000035 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
98 0.0013115190 0.0023560215 0.000000108069 0.0000000243894 0.000000 0.000000413267 0.000000407810 0.000000415014 0.0025458069 0.0034330504 0.00000530186 0.0420293041 0.9999991397 0.3636364134 1.0000000000 1.0000000000 0.0000332899 0.00000000612341 0.0000236721 0.000000 0.000000 0.000000 0.00000000730336 0.00000000743972 0.0000000121851 0.00000528342 0.0000499793 0.000000 -0.000033 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
99 0.0013115217 0.0023796937 0.000000108760 0.0000000243911 0.000000 0.000000420594 0.000000415276 0.000000427310 0.0025512317 0.0034830874 0.00000530220 0.0419976358 0.9999991823 0.3636364109 1.0000000000 1.0000000000 0.0000335051 0.00000000537027 0.0000236721 0.000000 0.000000 0.000000 0.00000000735122 0.00000000749035 0.0000000124081 0.00000522648 0.0000500443 0.000000 -0.000032 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
100 0.0013115243 0.0024033660 0.000000109446 0.0000000243927 0.000000 0.000000427970 0.000000422792 0.000000439830 0.0025565330 0.0035331895 0.00000530254 0.0419674863 0.9999992224 0.3636364086 1.0000000000 1.0000000000 0.0000337188 0.00000000465142 0.0000236722 0.000000 0.000000 0.000000 0.00000000739877 0.00000000754066 0.0000000126327 0.00000517048 0.0000501078 0.000000 -0.000030 1.0000000000 1.0000000000 1.0000000000 0.000000 1.0000000000 5.0000000000 6.0000000000 0.3000000000 0.1000000000 1.0000000000 0.1000000000 0.4000000000 5.0000000000 0.0001000000 0.0043000000 780.000000000000 0.0003000000 0.0010000000 0.0000000360000 2.5000000000 500000.000000000000000 72000.00000000000000 602299999999999975882752.000000000000000000000000000000000 0.0020000000 0.0100000000 0.5600000000 0.0000001000000 0.0036000000 0.4600000000 0.0003600000 0.000000320400 1.0000000000 360.000000000000 0.3600000000 2.0000000000 72000.00000000000000 0.0020000000 0.0001000000 0.0010000000 0.0006000000 2.0000000000 154800.000000000000000 0.0040000000 0.00001000000 0.3600850000 1.0000000000 360.000000000000 15.00000000000 
##CONCENTRATIONS
#t IFNb_mRNA IFNb_env STATP2n SOCS1m IRF7m IRF7Pn IFNa_mRNA IFNa_env TNFam TNFenv STATm STAT NS IC1 IC2 IC2ifa TJ J1 J2 J3 J4 J5 J6 J7 J8 J9 J10 J11 J12 default c2 compartment w r5 n3 bm sp delta1 n1 sv delta2 n2 TJtot K3 K9 delta r0 k15 tao1 C vmax2 NA K2 K5 tao3 r3 k8 tao4 k11 k14 tao6 k12 k16 tao8 vmax17 K17 r1 rmax20 K20 tao9 vmax19 K19 r4 k26 tao12 k28 tao13 


